oder_id,if_loaded,sku_counts,total_skuvolume,sku_average_volume,sku_length_var,sku_width_var,sku_height_var,aspect_ratio_var,vehicle_capacity,sku_length_avg,sku_width_avg,sku_height_avg,max_asr,vehicle_length,vehicle_width,vehicle_height,spare_capacity,sku_concentration
124,1,50,14.81331968,0.296266394,0.01967564,0.01433909,0.084990966,0.794306211,18.522,0.8656,0.5129,0.64756,3.792270531,4.2,2.1,2.1,3.708680325,8
125,1,88,15.12435525,0.171867673,0.108173853,0.018959045,0.058350117,1.078285889,18.522,0.641681818,0.436477273,0.510795455,4.757575758,4.2,2.1,2.1,3.397644751,15
126,1,38,15.10158,0.39741,0.20475625,0.007225,0.030625,1.549742058,18.522,1.4525,0.525,0.575,4.7625,4.2,2.1,2.1,3.42042,2
127,1,42,14.15831388,0.337102711,0.082245311,0.03621663,0.216124447,4.450392074,17.22,1.005785714,0.55847619,0.623928571,11.55555556,4.1,2.1,2,3.061686125,23
128,1,16,7.93110025,0.495693766,0.013023809,0.019890625,0.457365234,0.668530305,16,0.5609375,0.5375,1.313125,2.92,4,2,2,8.06889975,3
129,0,40,19.4439,0.4860975,0,0,0,0,16,0.705,0.7,0.985,1.407142857,4,2,2,-3.4439,1
130,0,51,16.84303324,0.330255554,0.030854483,0.046699465,0.184229281,0.529399337,16,0.60454902,0.520470588,0.836666667,3.107142857,4,2,2,-0.843033235,14
131,1,46,10.05605798,0.218609956,0.241168496,0.019617021,0.038523286,1.415433105,16,0.786065217,0.436978261,0.535586957,5.137931034,4,2,2,5.943942018,11
132,0,242,15.78762743,0.06523813,0.035740581,0.006773934,0.021257267,0.136195793,16,0.419318182,0.276256198,0.425954545,4,4,2,2,0.212372573,13
133,0,38,17.48347635,0.460091483,0.053395429,0.001159252,1.94E-05,0.014336982,16,0.810789474,0.627105263,0.889631579,1.734992679,4,2,2,-1.48347635,3
134,1,50,42.130755,0.8426151,0.00173984,0.012374604,0.21739941,0.474762141,55.86,0.6846,0.76142,1.5633,3.029850746,9.5,2.4,2.45,13.729245,9
135,0,24,7.052251386,0.293843808,0.07506475,0.040932693,0.111265068,0.169330915,7.02,0.615,0.457875,0.736625,2.38,2.6,1.5,1.8,-0.032251386,11
136,0,21,7.1231451,0.339197386,0.020645011,0.01842195,0.069529855,0.271181035,7.425,0.628809524,0.589380952,0.848952381,3.293103448,3.3,1.5,1.5,0.3018549,8
137,0,29,5.626525326,0.194018115,0.09678308,0.020658319,0.285396942,1.204284545,7.02,0.559758621,0.382517241,0.587241379,5.137931034,2.6,1.5,1.8,1.393474674,13
138,0,22,5.708261748,0.259466443,0.108926614,0.029715777,0.040356671,3.782279818,6.9255,1.0695,0.494363636,0.500318182,11.55555556,2.7,1.5,1.71,1.217238252,12
139,1,55,4.616395883,0.083934471,0.13448347,0.042469906,0.026957298,4.002123331,6.48,0.497945455,0.335945455,0.365581818,11.55555556,2.7,1.5,1.6,1.863604117,18
140,0,12,7.055481,0.58795675,0.213428472,0.06778941,0.23188275,8.226587708,6.075,1.000833333,0.465416667,1.0395,8.1,2.7,1.5,1.5,-0.980481,5
141,0,33,6.260560314,0.189713949,0.03512485,0.009689774,0.115427098,0.415668344,7.02,0.868575758,0.365727273,0.499151515,5.137931034,2.6,1.5,1.8,0.759439686,9
142,1,118,6.051038192,0.051279985,0.024702224,0.019402879,0.009565325,0.350187083,6.9255,0.449338983,0.305322034,0.360745763,4.375,2.7,1.5,1.71,0.874461808,10
143,0,108,6.899059776,0.063880183,0.002287423,0.004291365,0.001130562,0.097476291,7.02,0.485722222,0.381074074,0.346740741,2.568181818,2.6,1.5,1.8,0.120940224,2
144,1,20,5.7348924,0.28674462,0.029171428,0.041665728,0.445707,0.276477113,7.02,0.49015,0.42285,0.631,2.816901408,2.6,1.5,1.8,1.2851076,4
145,1,168,6.16363966,0.036688331,0.033006238,0.004005678,0.00997191,0.591145565,6.9255,0.37097619,0.228654762,0.387083333,3.293103448,2.7,1.5,1.71,0.76186034,6
146,0,92,6.395355902,0.069514738,0.001911263,0.000722368,0.004337478,0.050354191,7.02,0.503771739,0.398956522,0.347,2.897959184,2.6,1.5,1.8,0.624644098,9
147,0,11,5.986568355,0.544233487,0.039951322,0.040592364,0.637835785,0.389847787,7.02,0.630363636,0.53,1.206818182,3.303571429,2.6,1.5,1.8,1.033431645,6
148,0,136,7.967715977,0.058586147,0.007311495,0.001901596,0.00404468,0.037276299,7.425,0.566220588,0.211852941,0.474235294,3.203125,3.3,1.5,1.5,-0.542715977,6
149,0,84,6.16364474,0.073376723,0.02030961,0.012699848,0.111898917,0.333113184,7.02,0.376761905,0.299904762,0.548154762,2.940298507,2.6,1.5,1.8,0.85635526,5
150,1,36,5.515783136,0.153216198,0.03798084,0.02369458,0.008851138,0.944262472,6.9255,0.963222222,0.345555556,0.489472222,7.652173913,2.7,1.5,1.71,1.409716864,9
151,1,34,5.52995574,0.162645757,0.050114183,0.019936852,0.058207669,0.299088771,6.9255,0.576588235,0.377029412,0.658088235,3.482142857,2.7,1.5,1.71,1.39554426,10
152,1,44,4.46283069,0.10142797,0.119321975,0.052941345,0.049538318,2.548650861,6.48,0.457545455,0.315863636,0.418,11.55555556,2.7,1.5,1.6,2.01716931,13
153,1,46,4.473016656,0.097239493,0.066647537,0.010819302,0.020025401,1.045344633,6.885,0.590630435,0.355956522,0.436891304,4.666666667,2.7,1.5,1.7,2.411983344,13
154,1,108,5.933908187,0.054943594,0.009231154,0.00982878,0.021879336,0.106726637,7.02,0.744777778,0.26475,0.21425,4.108374384,2.6,1.5,1.8,1.086091813,9
155,0,29,5.807946944,0.200274033,0.071115581,0.039980247,0.047180985,5.522330225,7.02,0.960068966,0.483448276,0.441344828,11.55555556,2.6,1.5,1.8,1.212053056,8
156,0,81,6.818518637,0.084179242,0.130193978,0.016132977,0.025915777,2.686592611,6.9255,0.533814815,0.298382716,0.446975309,10.34375,2.7,1.5,1.71,0.106981363,16
157,1,29,5.580710801,0.192438303,0.020498937,0.010510683,0.107933717,0.455231913,7.02,0.835448276,0.416275862,0.527275862,3.482142857,2.6,1.5,1.8,1.439289199,14
158,0,23,6.526874639,0.283777158,0.162786412,0.053481043,0.153394106,7.818858739,6.075,1.086391304,0.299,0.73473913,8.153846154,2.7,1.5,1.5,-0.451874639,5
159,1,44,5.874925613,0.133521037,0.275785436,0.02116424,0.038795299,1.136128388,7.02,0.674136364,0.317181818,0.391704545,4.7625,2.6,1.5,1.8,1.145074387,14
160,0,68,8.9950596,0.132280288,0.031735701,0.002189291,0.029334036,1.281244192,7.425,0.863720588,0.359367647,0.412411765,8.46875,3.3,1.5,1.5,-1.5700596,9
161,0,17,6.026291375,0.354487728,0.058660934,0.038631232,0.294052581,5.296770813,6.885,0.875352941,0.671941176,0.666647059,11.55555556,2.7,1.5,1.7,0.858708625,15
162,0,72,6.402643794,0.088925608,0.081327907,0.004733776,0.030343375,0.934932203,6.9255,0.494597222,0.332208333,0.396236111,6,2.7,1.5,1.71,0.522856206,12
163,0,51,6.16197296,0.120822999,0.029374404,0.029133216,0.094812655,0.475641338,7.02,0.519705882,0.403137255,0.392823529,3.980676329,2.6,1.5,1.8,0.85802704,12
164,0,18,6.686786225,0.371488124,0.009440201,0.007406867,0.084497222,0.795441562,7.02,0.749722222,0.640277778,0.760333333,3.792270531,2.6,1.5,1.8,0.333213775,4
165,0,53,6.170457616,0.116423729,0.191626431,0.014030716,0.038557664,0.593191725,6.48,0.572056604,0.306962264,0.466641509,4,2.7,1.5,1.6,0.309542384,22
166,0,150,9.530164772,0.063534432,0.058117503,0.009256108,0.008436455,0.159163904,7.02,0.4583,0.28928,0.369353333,4,2.6,1.5,1.8,-2.510164772,13
167,1,46,5.64018516,0.122612721,0.091676635,0.046778815,0.026260494,0.930062335,6.9255,0.624130435,0.287521739,0.495630435,4.318181818,2.7,1.5,1.71,1.28531484,7
168,0,66,7.177734771,0.108753557,0.040339246,0.042220852,0.192178302,1.795196309,7.425,0.376560606,0.203893939,0.561590909,9.452702703,2.7,1.5,1.71,0.247265229,12
169,1,69,6.38601039,0.092550875,0.01002514,0.023551699,0.044426917,0.115986475,7.02,0.395405797,0.267507246,0.579492754,2.568181818,2.6,1.5,1.8,0.63398961,4
170,1,70,5.777741161,0.082539159,0.060550018,0.064762826,0.028616747,4.763828515,7.02,0.474157143,0.313271429,0.447285714,11.55555556,2.6,1.5,1.8,1.242258839,8
171,0,25,6.333851959,0.253354078,0.139584182,0.015049946,0.299691466,0.9696973,7.02,0.83924,0.44812,0.62988,4.7625,2.6,1.5,1.8,0.686148041,15
172,0,34,6.266645346,0.184313098,0.270882665,0.046848073,0.043333661,1.119715154,6.48,0.698264706,0.342470588,0.527529412,4.204545455,2.7,1.5,1.6,0.213354654,8
173,1,38,6.052900503,0.159286855,0.050357812,0.045186321,0.044320039,0.427847245,7.02,0.568631579,0.431315789,0.5695,4.108374384,2.6,1.5,1.8,0.967099497,11
174,0,220,6.752060063,0.030691182,0.021142727,0.004084748,0.01356953,0.598064923,7.425,0.328427273,0.226304545,0.373536364,3.823529412,3.3,1.5,1.5,0.672939937,23
175,0,168,6.824408692,0.04062148,0.002488857,0.00327633,0.008642194,0.070044146,6.075,0.360690476,0.27625,0.399857143,2.055555556,2.7,1.5,1.5,-0.749408692,7
176,1,51,5.880513956,0.115304195,0.061019131,0.025211915,0.142039646,1.044484533,6.9255,0.449078431,0.281078431,0.437627451,4.318181818,2.7,1.5,1.71,1.044986044,13
177,1,42,5.873602832,0.139847686,0.017139633,0.014804816,0.103503202,0.073924803,7.02,0.441285714,0.348571429,0.584809524,2.476821192,2.6,1.5,1.8,1.146397168,6
178,0,5,6.77688,1.355376,0,0,0,0,7.02,0.96,0.755,1.87,2.476821192,2.6,1.5,1.8,0.24312,1
179,0,6,6.84437325,1.140728875,0.04278125,0.025086806,0.25878125,0.124430088,7.02,0.8675,0.684166667,1.6425,2.476821192,2.6,1.5,1.8,0.17562675,2
180,0,17,5.41302147,0.318413028,0.115388713,0.032897356,0.183962457,1.042565221,6.48,1.082588235,0.474235294,0.609117647,4.7625,2.7,1.5,1.6,1.06697853,7
181,1,21,7.10673965,0.338416174,0.135107252,0.042606045,0.243807646,0.740613966,9.768,0.692714286,0.504619048,0.751857143,5.137931034,3.3,1.6,1.85,2.66126035,17
182,1,22,5.89610308,0.268004685,0.089040702,0.005514793,0.037026085,0.92843563,7.425,0.694454545,0.509454545,0.819772727,5.137931034,3.3,1.5,1.5,1.52889692,10
183,1,180,7.987533556,0.044375186,0.012168216,0.022089947,0.04187918,0.684873251,10.13472,0.320183333,0.171444444,0.357061111,3.260869565,3.24,1.7,1.84,2.147186444,12
184,1,224,8.208254325,0.036643993,0.031160574,0.010454677,0.017864415,0.35632103,9.768,0.403419643,0.166169643,0.366013393,5.137931034,3.3,1.6,1.85,1.559745675,18
185,0,44,9.552689244,0.217106574,0.166894731,0.022592179,0.096576924,1.76565427,9.768,0.745636364,0.425159091,0.570409091,5.446428571,3.3,1.6,1.85,0.215310756,21
186,1,35,8.50857648,0.243102185,0.043205571,0.023785817,0.142659383,0.821753925,10.13472,0.663171429,0.5408,0.6084,4.108374384,3.24,1.7,1.84,1.62614352,16
187,1,32,8.43919104,0.26372472,0.022769132,0.079882413,0.110654688,12.93685047,10.13472,0.90684375,0.66434375,0.55625,11.55555556,3.24,1.7,1.84,1.69552896,13
188,1,265,7.270601717,0.027436233,0.006796524,0.014652261,0.021803418,0.13520884,9.768,0.319026415,0.119864151,0.312860377,3.292490119,3.3,1.6,1.85,2.497398283,10
189,1,45,13.80199712,0.306711047,0.084255731,0.014693973,0.179895358,1.188046588,15.99,0.886155556,0.489266667,0.669555556,5.137931034,4.1,1.95,2,2.18800288,11
190,1,20,11.8751541,0.593757705,0.09923914,0.050134,0.42830725,1.689883681,16.4,1.0884,0.634,0.9295,5.137931034,4.1,2,2,4.5248459,3
191,1,215,16.25385819,0.07559934,0.133240694,0.029196066,0.036573056,0.445306721,21.358944,0.496674419,0.206060465,0.351134884,5.446428571,4.19,2.16,2.36,5.105085815,31
192,0,290,15.80208018,0.054489932,0.062159597,0.00921545,0.010803228,0.65507258,17.22,0.425944828,0.274686207,0.371751724,5.137931034,4.1,2.1,2,1.417919824,23
193,1,64,17.99158487,0.281118514,0.015715866,0.021741652,0.086079688,0.568952068,21.358944,0.82159375,0.5020625,0.67375,3.310344828,4.19,2.16,2.36,3.36735913,9
194,1,35,15.55065957,0.444304559,0.045193564,0.029386077,0.441506877,0.440941146,21.358944,0.577914286,0.491457143,0.958742857,2.967479675,4.19,2.16,2.36,5.808284428,9
195,1,76,12.17488169,0.160195812,0.205390618,0.023483114,0.076114453,2.109063993,17.22,0.855513158,0.437565789,0.354315789,5.446428571,4.1,2.1,2,5.045118306,19
196,0,75,18.09118493,0.241215799,0.089984312,0.043117517,0.109929077,0.481465837,18.7165,0.634186667,0.446386667,0.655826667,5.137931034,4.15,2.05,2.2,0.625315072,8
197,0,93,16.92262225,0.18196368,0.281079644,0.012574372,0.059851645,1.391764777,18.54,0.763967742,0.40383871,0.465344086,5.137931034,4.12,2.25,2,1.617377752,17
198,1,84,18.32660394,0.218173856,0.06525217,0.013012233,0.059654699,1.381719836,21.449448,0.963178571,0.431630952,0.50277381,11.55555556,4.19,2.16,2.37,3.122844058,21
199,0,99,17.05633955,0.172286258,0.102106818,0.037780102,0.101055386,0.873136842,18.7165,0.51210101,0.397171717,0.510262626,5.446428571,4.15,2.05,2.2,1.66016045,23
200,1,134,17.731551,0.132325007,0.099299953,0.034365334,0.094095624,1.177780743,21.449448,0.494156716,0.349783582,0.478708955,5.137931034,4.19,2.16,2.37,3.717896996,40
201,1,81,18.06621823,0.223039731,0.130639346,0.059240923,0.162815303,0.786070046,21.449448,0.568987654,0.427123457,0.543407407,5.446428571,4.19,2.16,2.37,3.383229769,23
202,0,60,17.91503864,0.298583977,0.06271145,0.019663499,0.201388581,1.040221414,21.449448,0.886816667,0.515366667,0.64995,4.267857143,4.19,2.16,2.37,3.53440936,21
203,1,919,18.20380402,0.019808274,0.040164991,0.011632624,0.052363699,4.260109119,21.449448,0.1961284,0.113075082,0.303633297,7.846153846,4.19,2.16,2.37,3.245643977,24
204,1,63,17.35770675,0.275519155,0.05745,0.002634014,0.131300794,1.344887754,21.449448,1.1,0.504285714,0.525,5.446428571,4.19,2.16,2.37,4.09174125,13
205,0,75,17.23398529,0.229786471,0.037488077,0.013444175,0.124881893,0.576989258,18.7165,0.960053333,0.419893333,0.5412,5.137931034,4.15,2.05,2.2,1.48251471,21
206,1,100,17.0415375,0.170415375,0.000625,0.00015625,0.02640625,0.312242768,21.449448,0.935,0.4025,0.4525,3.310344828,4.19,2.16,2.37,4.4079105,2
207,1,109,16.73746371,0.153554713,0.094061101,0.054433368,0.163037569,0.544910065,21.449448,0.514394495,0.272908257,0.484165138,5.137931034,4.19,2.16,2.37,4.711984288,31
208,1,38,16.80698279,0.442289021,0.120034857,0.039496471,0.363875272,1.713906207,21.449448,0.967657895,0.575052632,0.837131579,5.137931034,4.19,2.16,2.37,4.642465213,21
209,1,68,17.39281646,0.255776713,0.109421802,0.051874319,0.222339143,0.646450311,21.449448,0.748808824,0.393720588,0.555720588,4,4.19,2.16,2.37,4.056631536,10
210,0,87,18.50648629,0.212718233,0.063568479,0.007761469,0.10768349,0.436906967,19.78,0.950195402,0.420287356,0.498126437,6,4,2.15,2.3,1.27351371,18
211,1,56,16.8347005,0.300619652,0.100836575,0.058661454,0.352094388,0.171702784,21.449448,0.640178571,0.308785714,0.626428571,3.293103448,4.19,2.16,2.37,4.6147475,4
212,1,23,15.37097016,0.66830305,0.009147331,0.013918125,0.149748427,0.250244803,19.78,0.672869565,0.689695652,1.342913043,3.048484848,4,2.15,2.3,4.40902984,8
213,1,53,17.76047616,0.335103324,0.003853961,0.00629253,0.039065789,0.002859324,21.26006,0.588037736,0.570867925,0.945849057,1.706896552,4.19,2.15,2.36,3.49958384,6
214,0,26,16.78466124,0.645563894,2.15E-05,0.000617929,0.11304213,0.423952947,18.7165,0.652461538,0.593615385,1.678846154,3.212068966,4.15,2.05,2.2,1.93183876,3
215,1,317,18.74878452,0.059144431,0.062067488,0.00999137,0.032871196,0.625812158,21.449448,0.385365931,0.287353312,0.37173817,6.082417582,4.19,2.16,2.37,2.700663476,28
216,1,101,17.09608659,0.169268184,0.067157276,0.018045864,0.126896211,0.700665473,21.449448,0.552653465,0.419762376,0.547128713,5.137931034,4.19,2.16,2.37,4.35336141,17
217,1,140,15.04958601,0.107497043,0.040600638,0.019867596,0.088766932,0.493226849,21.449448,0.491928571,0.289892857,0.489442857,6.082417582,4.19,2.16,2.37,6.399861989,22
218,1,40,18.24591,0.45614775,0.06375625,0.02325625,0.09,1.72603859,21.449448,1.3175,0.6525,0.63,4.757575758,4.19,2.16,2.37,3.203538,2
219,1,35,14.84754475,0.424215564,0.23911,0.013434204,0.236142828,0.999769886,18.7165,1.21,0.506714286,0.719171429,4.7625,4.15,2.05,2.2,3.86895525,16
220,1,104,17.03630905,0.163810664,0.014679084,0.00230037,0.030729007,0.279432272,21.449448,0.928798077,0.378269231,0.462201923,4,4.19,2.16,2.37,4.41313895,7
221,0,67,17.9645316,0.268127337,0.115752851,0.017528141,0.111548204,1.569499625,18.54,0.931985075,0.486089552,0.585373134,5.137931034,4.12,2.25,2,0.575468401,26
222,1,69,16.18577045,0.234576383,0.046150536,0.012603108,0.070667391,0.764643515,21.449448,0.885434783,0.458608696,0.6,5.458333333,4.19,2.16,2.37,5.26367755,21
223,1,22,15.93101863,0.72413721,0.129134339,0.022517901,0.537967696,1.146822318,21.449448,1.131454545,0.641090909,0.985409091,5.446428571,4.19,2.16,2.37,5.518429375,15
224,1,113,18.35850377,0.162464635,0.013978594,0.00308899,0.038823482,0.363352831,21.449448,0.906159292,0.386353982,0.460070796,5.446428571,4.19,2.16,2.37,3.090944228,12
225,1,56,16.39028211,0.292683609,0.325472745,0.03423904,0.087222188,3.31697844,21.449448,0.968928571,0.478678571,0.529339286,11.55555556,4.19,2.16,2.37,5.059165888,14
226,1,118,18.7454845,0.158860038,0.011569793,0.000366913,0.027538897,0.236601992,21.449448,0.932627119,0.369322034,0.458135593,4,4.19,2.16,2.37,2.7039635,4
227,1,116,17.99240992,0.155106982,0.022560162,0.017467449,0.105286697,0.267610775,21.449448,0.577103448,0.350586207,0.613310345,5.137931034,4.19,2.16,2.37,3.457038085,19
228,1,119,16.55905514,0.139151724,0.045805476,0.018282833,0.071225845,1.222873542,21.8064,0.491470588,0.387352941,0.522689076,8.931506849,4.2,2.2,2.36,5.247344864,25
229,1,79,16.14454419,0.204361319,0.205757058,0.018082368,0.073646941,6.180026171,21.449448,1.007455696,0.425316456,0.495632911,10.46829268,4.19,2.16,2.37,5.30490381,10
230,0,106,19.11162162,0.180298317,0.058905231,0.038705638,0.095120648,0.261444304,21.449448,0.574933962,0.408150943,0.521113208,3.792270531,4.19,2.16,2.37,2.337826384,26
231,1,44,17.42774505,0.396085115,0.26459977,0.008970134,0.070609336,1.521869483,21.449448,1.000340909,0.567045455,0.818068182,4.7625,4.19,2.16,2.37,4.02170295,6
232,0,46,18.70073511,0.40653772,0.216941155,0.057090594,0.257956193,7.086754332,21.449448,1.052586957,0.414434783,0.98473913,9.411764706,4.19,2.16,2.37,2.748712892,25
233,1,593,16.47202537,0.027777446,0.018433843,0.013784921,0.022065198,0.313815948,21.449448,0.331593592,0.130524452,0.30744688,5.446428571,4.19,2.16,2.37,4.977422634,42
234,1,108,17.9813095,0.166493606,0.136843227,0.018156231,0.065850332,0.480890958,21.449448,0.646296296,0.3305,0.583101852,5.137931034,4.19,2.16,2.37,3.4681385,13
235,1,87,18.35776563,0.2110088,0.039060583,0.008893782,0.114532194,1.057202927,21.449448,0.905390805,0.412850575,0.514965517,10.34375,4.19,2.16,2.37,3.091682371,16
236,1,214,15.97165513,0.074633902,0.013432761,0.007910747,0.018406971,0.325326454,21.26006,0.40938785,0.339247664,0.456037383,6.609756098,4.19,2.15,2.36,5.288404868,10
237,1,204,31.4161275,0.154000625,0.00105625,0.00015625,0.027225,0.226099387,41.78475,0.9225,0.3675,0.455,3.293103448,7.58,2.25,2.45,10.3686225,2
238,1,54,35.2377,0.65255,0.245025,0.015625,0.0289,0.701251166,41.78475,1.565,0.625,0.71,3.814814815,7.58,2.25,2.45,6.54705,2
239,1,300,45.7032,0.152344,0.0001,0.0001,0.027225,0.158334665,52.187625,0.9,0.37,0.455,3.137931034,9.45,2.35,2.35,6.484425,2
240,1,298,45.398512,0.152344,0.0001,0.0001,0.027225,0.158334665,59.2128,0.9,0.37,0.455,3.137931034,9.6,2.4,2.57,13.814288,2
241,1,257,43.7723055,0.170320255,0.001786975,0.000228024,0.030940486,0.337725147,59.2128,0.942042802,0.397373541,0.456614786,3.482758621,9.6,2.4,2.57,15.4404945,9
